gene_name,gene_type
ADD2,protein_coding
RASAL2,protein_coding
VPS9D1,protein_coding
ZNF37A,protein_coding
MARK3,protein_coding
SLC25A3,protein_coding
FNDC3B,protein_coding
FOSL2,protein_coding
CACNG5,protein_coding
CACNG4,protein_coding
FRYL,protein_coding
TMEM131,protein_coding
FSCN1,protein_coding
ACTB,protein_coding
MOCOS,protein_coding
PLD1,protein_coding
WDR62,protein_coding
DLG1,protein_coding
RAB7A,protein_coding
SEC31B,protein_coding
SART3,protein_coding
ARHGAP15,protein_coding
TUBA3D,protein_coding
EXOSC7,protein_coding
KIFAP3,protein_coding
MKRN2,protein_coding
MCM6,protein_coding
REXO2,protein_coding
RBM7,protein_coding
RBMS2,protein_coding
BAZ2A,protein_coding
PTPN23,protein_coding
MLH1,protein_coding
UNG,protein_coding
FMO4,protein_coding
KLHL20,protein_coding
RGS11,protein_coding
SLC46A1,protein_coding
PLXNA2,protein_coding
SPAG5,protein_coding
ANKRD13A,protein_coding
TPD52,protein_coding
ACACB,protein_coding
TRAF4,protein_coding
PAG1,protein_coding
GPATCH1,protein_coding
NT5C2,protein_coding
MCAM,protein_coding
GPC4,protein_coding
MBNL3,protein_coding
CAMSAP3,protein_coding
RAP1GAP,protein_coding
XAB2,protein_coding
ARHGEF1,protein_coding
STXBP2,protein_coding
MAP2K7,protein_coding
DGKD,protein_coding
CTTNBP2,protein_coding
ACTL6B,protein_coding
RARB,protein_coding
TOP2B,protein_coding
TM9SF3,protein_coding
NFKB2,protein_coding
UBE2T,protein_coding
PPP1R12B,protein_coding
DNAJC10,protein_coding
GTF3C1,protein_coding
IL4R,protein_coding
USP33,protein_coding
PAK3,protein_coding
DCX,protein_coding
SNRPA,protein_coding
EXOSC5,protein_coding
DYNC1I2,protein_coding
APBB1IP,protein_coding
LRCH4,protein_coding
FAM76B,protein_coding
SIRT6,protein_coding
POLD3,protein_coding
ACTN2,protein_coding
CAPZB,protein_coding
GPR137B,protein_coding
NAALAD2,protein_coding
JADE1,protein_coding
SLC25A43,protein_coding
UBE2A,protein_coding
FGFR1,protein_coding
FBLN1,protein_coding
ITGA8,protein_coding
CST7,protein_coding
MAP2,protein_coding
PIAS2,protein_coding
AMPH,protein_coding
ARAF,protein_coding
MCCC1,protein_coding
LAMP3,protein_coding
FAP,protein_coding
NEBL,protein_coding
ACER3,protein_coding
UBE2K,protein_coding
PIK3C3,protein_coding
N4BP2,protein_coding
TIGAR,protein_coding
TULP3,protein_coding
SYNJ2,protein_coding
ADCY2,protein_coding
PPP2R5C,protein_coding
PMS2P1,transcribed_unprocessed_pseudogene
RBFOX1,protein_coding
GNB1,protein_coding
HOXA9,protein_coding
EDN1,protein_coding
MLLT10,protein_coding
ZCWPW1,protein_coding
ADCYAP1R1,protein_coding
FGF20,protein_coding
ITM2A,protein_coding
NRDC,protein_coding
VDAC3,protein_coding
PCM1,protein_coding
TNRC6C,protein_coding
CBFA2T2,protein_coding
BRINP1,protein_coding
ITCH,protein_coding
TP53INP2,protein_coding
SDF4,protein_coding
MYH7B,protein_coding
BPIFB2,protein_coding
TP73,protein_coding
TOLLIP,protein_coding
UBE2D4,protein_coding
RUNX1T1,protein_coding
THOC1,protein_coding
FKBP7,protein_coding
OSBPL6,protein_coding
SLC1A3,protein_coding
XRCC5,protein_coding
LXN,protein_coding
SP140,protein_coding
MKNK1,protein_coding
TNS1,protein_coding
REXO1,protein_coding
SAR1A,protein_coding
CDC14A,protein_coding
RAPGEF3,protein_coding
CEACAM1,protein_coding
SENP1,protein_coding
CIC,protein_coding
LIPE,protein_coding
FDFT1,protein_coding
PAFAH1B3,protein_coding
OPHN1,protein_coding
KIF22,protein_coding
SCGN,protein_coding
CARMIL1,protein_coding
PGM1,protein_coding
DDX1,protein_coding
DNM2,protein_coding
EPB41L2,protein_coding
RIMS1,protein_coding
MOXD1,protein_coding
STX7,protein_coding
RABL2B,protein_coding
KEAP1,protein_coding
PTPRH,protein_coding
DCT,protein_coding
SLC35C2,protein_coding
CRYBG3,protein_coding
RFX3,protein_coding
RIF1,protein_coding
RAB21,protein_coding
SLC4A4,protein_coding
SMARCA2,protein_coding
SESN1,protein_coding
MID2,protein_coding
COL5A3,protein_coding
SRCAP,protein_coding
PUM3,protein_coding
KCNN2,protein_coding
CNOT4,protein_coding
PSEN1,protein_coding
CPOX,protein_coding
CLDND1,protein_coding
MOK,protein_coding
HSP90AA1,protein_coding
RBL1,protein_coding
DLGAP4,protein_coding
IGSF9B,protein_coding
CROCCP3,transcribed_unprocessed_pseudogene
NDC80,protein_coding
AP4E1,protein_coding
RSBN1,protein_coding
MAGI3,protein_coding
CXCL2,protein_coding
COL4A4,protein_coding
TCF7,protein_coding
OSTM1,protein_coding
IMPG2,protein_coding
PCNP,protein_coding
EXD2,protein_coding
ARG2,protein_coding
MEF2C,protein_coding
PTPRC,protein_coding
UBA5,protein_coding
STK17B,protein_coding
CDC14B,protein_coding
ZNF510,protein_coding
LRP2,protein_coding
ZNF506,protein_coding
JMJD4,protein_coding
DUSP12,protein_coding
AACS,protein_coding
DELE1,protein_coding
CADPS2,protein_coding
PCDHB4,protein_coding
PCDHA6,protein_coding
PCDHGA2,protein_coding
HSPB11,protein_coding
PHLPP1,protein_coding
ATP8B1,protein_coding
IL12RB2,protein_coding
SMARCD3,protein_coding
WDR70,protein_coding
FYB1,protein_coding
STRADB,protein_coding
BZW1,protein_coding
C1QTNF3,protein_coding
ME2,protein_coding
C5orf22,protein_coding
CCNT2,protein_coding
FAM135A,protein_coding
EPB41L3,protein_coding
COBLL1,protein_coding
DLG3,protein_coding
KCNK2,protein_coding
SERTAD4,protein_coding
TRAF5,protein_coding
MRPL22,protein_coding
GEMIN5,protein_coding
NFE2L1,protein_coding
SEMA5B,protein_coding
GSK3B,protein_coding
ITGB5,protein_coding
ERC1,protein_coding
XPO1,protein_coding
LINC01587,lncRNA
RNF13,protein_coding
TRPM3,protein_coding
PALB2,protein_coding
DOP1A,protein_coding
LYRM2,protein_coding
BCKDHB,protein_coding
KAT6A,protein_coding
TUT7,protein_coding
ULK2,protein_coding
TNPO1,protein_coding
PLOD1,protein_coding
ITGAE,protein_coding
DIS3,protein_coding
PIBF1,protein_coding
TDRD3,protein_coding
NUFIP1,protein_coding
PDS5B,protein_coding
OXCT1,protein_coding
RRAGB,protein_coding
CYLD,protein_coding
SLC27A5,protein_coding
ZNF324,protein_coding
ZNF671,protein_coding
ZNF416,protein_coding
ZNF586,protein_coding
ZNF446,protein_coding
ZNF264,protein_coding
RPS5,protein_coding
FAT1,protein_coding
YTHDC1,protein_coding
CHMP2B,protein_coding
SMAP2,protein_coding
PPIE,protein_coding
ZMPSTE24,protein_coding
STARD7,protein_coding
NOA1,protein_coding
REST,protein_coding
SSH1,protein_coding
GSTP1,protein_coding
APLP2,protein_coding
FAM234B,protein_coding
SLCO1A2,protein_coding
WBP11,protein_coding
EIF3I,protein_coding
NKAIN1,protein_coding
COL16A1,protein_coding
TXLNA,protein_coding
NCOA1,protein_coding
AGBL5,protein_coding
EFR3B,protein_coding
KIF3C,protein_coding
RAB10,protein_coding
GCKR,protein_coding
HADHA,protein_coding
MAPRE3,protein_coding
CAD,protein_coding
CD59,protein_coding
CD82,protein_coding
BCORL1,protein_coding
ATRX,protein_coding
AK6,protein_coding
FCN1,protein_coding
MYNN,protein_coding
MECOM,protein_coding
SCAMP1,protein_coding
PREP,protein_coding
HACE1,protein_coding
SEH1L,protein_coding
WDR47,protein_coding
WDFY1,protein_coding
OVGP1,protein_coding
SLC25A24,protein_coding
MAP3K4,protein_coding
PILRA,protein_coding
IGSF9,protein_coding
ABCB1,protein_coding
ZNF213,protein_coding
AKR1B1,protein_coding
CPNE3,protein_coding
RRN3,protein_coding
CTTN,protein_coding
MTIF2,protein_coding
DDHD2,protein_coding
TTC39A,protein_coding
EPS15,protein_coding
ORC1,protein_coding
MGST2,protein_coding
CHERP,protein_coding
ATG16L1,protein_coding
USP40,protein_coding
POMGNT1,protein_coding
RAD54L,protein_coding
MAST2,protein_coding
DNAJA1,protein_coding
B4GALT1,protein_coding
CHMP5,protein_coding
NFX1,protein_coding
AQP6,protein_coding
DIMT1,protein_coding
IPO11,protein_coding
FOLH1,protein_coding
EIF2AK1,protein_coding
EPDR1,protein_coding
SNX10,protein_coding
SEPHS1,protein_coding
MRPL28,protein_coding
HBQ1,protein_coding
ITPKC,protein_coding
RBM22,protein_coding
TMED2,protein_coding
ERO1B,protein_coding
ZFAND6,protein_coding
TXLNG,protein_coding
PPEF1,protein_coding
LAT2,protein_coding
HUWE1,protein_coding
ZW10,protein_coding
ALG9,protein_coding
NOX4,protein_coding
ACOX3,protein_coding
MTMR2,protein_coding
PPP1R15A,protein_coding
HSD17B14,protein_coding
TRIP6,protein_coding
ACHE,protein_coding
FTL,protein_coding
SRRT,protein_coding
BAX,protein_coding
NLK,protein_coding
PIGS,protein_coding
ADAMTS2,protein_coding
ATXN7L3,protein_coding
PGS1,protein_coding
PSMC5,protein_coding
UIMC1,protein_coding
CETP,protein_coding
MMP2,protein_coding
MT3,protein_coding
LPCAT2,protein_coding
GNAO1,protein_coding
OGFOD1,protein_coding
SH3BP2,protein_coding
NOP14,protein_coding
ADD1,protein_coding
L2HGDH,protein_coding
TXNDC16,protein_coding
RTRAF,protein_coding
NID2,protein_coding
GMCL1,protein_coding
SF3B2,protein_coding
KLHL42,protein_coding
GNAS,protein_coding
DNM1L,protein_coding
PTHLH,protein_coding
PHACTR3,protein_coding
ERGIC2,protein_coding
AURKA,protein_coding
CASS4,protein_coding
PIR,protein_coding
AAMDC,protein_coding
RFX2,protein_coding
METTL2A,protein_coding
ALG6,protein_coding
CNOT3,protein_coding
PTPN4,protein_coding
DDX18,protein_coding
KHSRP,protein_coding
GNA11,protein_coding
ASAP3,protein_coding
EDEM2,protein_coding
DNMT3B,protein_coding
REM1,protein_coding
TPX2,protein_coding
FER1L4,transcribed_unitary_pseudogene
PDRG1,protein_coding
EPB41L1,protein_coding
DOCK9,protein_coding
ANKRD10,protein_coding
TGDS,protein_coding
DOCK3,protein_coding
C3orf18,protein_coding
COQ9,protein_coding
KIF9,protein_coding
CRLS1,protein_coding
PPP1R13B,protein_coding
ATRN,protein_coding
SMOX,protein_coding
SIGLEC1,protein_coding
FKBP1A,protein_coding
NSFL1C,protein_coding
SLC4A11,protein_coding
C20orf194,protein_coding
ZNF343,protein_coding
EBF4,protein_coding
CPXM1,protein_coding
MAVS,protein_coding
LZTS3,protein_coding
XRN2,protein_coding
KIZ,protein_coding
DYNLL1,protein_coding
TESC,protein_coding
SNX5,protein_coding
RPL6,protein_coding
MAPKAPK5,protein_coding
P2RX7,protein_coding
ESF1,protein_coding
RBBP9,protein_coding
ANAPC5,protein_coding
SLC23A2,protein_coding
SLC8B1,protein_coding
TMEM230,protein_coding
DZANK1,protein_coding
KDM2B,protein_coding
CFAP61,protein_coding
TASP1,protein_coding
OAS1,protein_coding
GCN1,protein_coding
RPLP0,protein_coding
PXN,protein_coding
SIRT4,protein_coding
RPH3A,protein_coding
KIF16B,protein_coding
TRMT6,protein_coding
CHGB,protein_coding
PEBP1,protein_coding
TBX5,protein_coding
BRAP,protein_coding
ERP29,protein_coding
NOS1,protein_coding
FUS,protein_coding
IGBP1,protein_coding
FXYD5,protein_coding
ZNF302,protein_coding
GRAMD1A,protein_coding
HEPH,protein_coding
CDIP1,protein_coding
CMTM1,protein_coding
KCNH4,protein_coding
GANAB,protein_coding
GMIP,protein_coding
RBM41,protein_coding
BIRC5,protein_coding
LAG3,protein_coding
MLF2,protein_coding
OTUB2,protein_coding
DDX24,protein_coding
ZBTB25,protein_coding
NECAP1,protein_coding
ARHGAP4,protein_coding
ANKRD24,protein_coding
DHX32,protein_coding
RCOR1,protein_coding
GPATCH2L,protein_coding
LTBP4,protein_coding
BLVRB,protein_coding
SLC9A1,protein_coding
SPTLC1,protein_coding
PAPOLA,protein_coding
CCNK,protein_coding
PCBP4,protein_coding
RGS1,protein_coding
YPEL3,protein_coding
MRPS33,protein_coding
NDUFB2,protein_coding
NUDC,protein_coding
MAEA,protein_coding
ICAM1,protein_coding
STRN4,protein_coding
IRAK3,protein_coding
LYZ,protein_coding
MUL1,protein_coding
TFAP4,protein_coding
PDCD7,protein_coding
SPG21,protein_coding
DNAJB11,protein_coding
P3H2,protein_coding
THPO,protein_coding
CHRD,protein_coding
RAB11FIP3,protein_coding
GNPTG,protein_coding
ZNF268,protein_coding
GOLGA3,protein_coding
PABPC4,protein_coding
CD209,protein_coding
CERS4,protein_coding
MCOLN1,protein_coding
USP48,protein_coding
EFNB1,protein_coding
PDPR,protein_coding
AARS1,protein_coding
GLG1,protein_coding
KIF4A,protein_coding
TNRC6A,protein_coding
PLEKHG2,protein_coding
DLL3,protein_coding
NAT14,protein_coding
PITPNM2,protein_coding
EXOC1,protein_coding
RBM27,protein_coding
OSBPL8,protein_coding
DTX2,protein_coding
NLRC4,protein_coding
PUS7,protein_coding
LAMB4,protein_coding
NRCAM,protein_coding
LAMB1,protein_coding
SLC26A4,protein_coding
DLD,protein_coding
WDR7,protein_coding
TXNL1,protein_coding
ABCC6,protein_coding
CMTM6,protein_coding
ITGA6,protein_coding
RAPGEF4,protein_coding
MAP3K20,protein_coding
FH,protein_coding
SEL1L3,protein_coding
TF,protein_coding
CDV3,protein_coding
ALKBH5,protein_coding
NLRP1,protein_coding
PITPNM3,protein_coding
SPAG7,protein_coding
ORC6,protein_coding
ZFHX4,protein_coding
SLC17A6,protein_coding
ZC3HC1,protein_coding
RGS17,protein_coding
ANGPT2,protein_coding
TMEM101,protein_coding
CD200,protein_coding
CCDC80,protein_coding
CMA1,protein_coding
PSME1,protein_coding
PPP2R3C,protein_coding
HAUS4,protein_coding
JPH4,protein_coding
MYH7,protein_coding
SLC7A8,protein_coding
OSGEP,protein_coding
SLC22A17,protein_coding
SCFD1,protein_coding
G2E3,protein_coding
HECTD1,protein_coding
HNRNPC,protein_coding
SUPT16H,protein_coding
TOX4,protein_coding
GEMIN2,protein_coding
TGM1,protein_coding
TINF2,protein_coding
SEMA6A,protein_coding
TRPM7,protein_coding
TYRO3,protein_coding
WDR76,protein_coding
CAPN3,protein_coding
SNAP23,protein_coding
TBX15,protein_coding
PHGDH,protein_coding
COL9A3,protein_coding
EZR,protein_coding
MYL6,protein_coding
AGO1,protein_coding
TEKT2,protein_coding
CLSPN,protein_coding
RFFL,protein_coding
UNC13D,protein_coding
MFSD11,protein_coding
DPYSL2,protein_coding
TGFB2,protein_coding
GPATCH2,protein_coding
NUP50,protein_coding
CDC45,protein_coding
COMT,protein_coding
ADA2,protein_coding
ECHDC1,protein_coding
LRRFIP2,protein_coding
SEC22C,protein_coding
XYLB,protein_coding
HDAC6,protein_coding
CDC6,protein_coding
UPRT,protein_coding
CDC23,protein_coding
AAAS,protein_coding
CBX5,protein_coding
FMO2,protein_coding
SUCO,protein_coding
MSH2,protein_coding
MAP3K1,protein_coding
DHPS,protein_coding
HOOK2,protein_coding
ARCN1,protein_coding
EPB41L4B,protein_coding
TMEM38B,protein_coding
PSMD5,protein_coding
PTGS1,protein_coding
NUP188,protein_coding
CRAT,protein_coding
SH2D3C,protein_coding
NANS,protein_coding
TBC1D2,protein_coding
WHRN,protein_coding
CWF19L1,protein_coding
SEMA4G,protein_coding
BTAF1,protein_coding
IKZF5,protein_coding
BLNK,protein_coding
SORBS1,protein_coding
CRTAC1,protein_coding
BAMBI,protein_coding
IL11,protein_coding
WAC,protein_coding
CREM,protein_coding
NUBP2,protein_coding
SMIM24,protein_coding
HIVEP1,protein_coding
TREM2,protein_coding
FKBP5,protein_coding
SRPK1,protein_coding
BRPF3,protein_coding
MRPS18A,protein_coding
TMEM14A,protein_coding
EFHC1,protein_coding
HSP90AB1,protein_coding
CDC5L,protein_coding
ITPR3,protein_coding
ZNF184,protein_coding
DSP,protein_coding
SIRT1,protein_coding
HNRNPH3,protein_coding
IFT74,protein_coding
JAK2,protein_coding
IL12RB1,protein_coding
ABL1,protein_coding
ACOT7,protein_coding
SH3GLB1,protein_coding
CDC7,protein_coding
SYDE2,protein_coding
PCSK5,protein_coding
SCD,protein_coding
TMED1,protein_coding
ABLIM1,protein_coding
ERMP1,protein_coding
RAB18,protein_coding
NRP1,protein_coding
HSD17B7P2,transcribed_unprocessed_pseudogene
PRTFDC1,protein_coding
PALMD,protein_coding
TSPAN15,protein_coding
MACROH2A2,protein_coding
WASHC2A,protein_coding
MAST3,protein_coding
MZF1,protein_coding
OCEL1,protein_coding
MYO9B,protein_coding
KCNK6,protein_coding
CATSPERG,protein_coding
PSMD8,protein_coding
FBXL19,protein_coding
STX1B,protein_coding
HSD3B7,protein_coding
SETD1A,protein_coding
BCL7C,protein_coding
EFNA2,protein_coding
CIRBP,protein_coding
ATP5F1D,protein_coding
CBARP,protein_coding
PRKY,protein_coding
IGFALS,protein_coding
HNRNPM,protein_coding
MARCHF2,protein_coding
NDUFB7,protein_coding
TECR,protein_coding
TIMM13,protein_coding
CDC34,protein_coding
MTAP,protein_coding
CEP170B,protein_coding
POLR2E,protein_coding
POLRMT,protein_coding
HCN2,protein_coding
CDHR5,protein_coding
IZUMO4,protein_coding
RASSF7,protein_coding
GADD45B,protein_coding
PALM,protein_coding
MADCAM1,protein_coding
MKNK2,protein_coding
ARVCF,protein_coding
TRMT2A,protein_coding
RANBP1,protein_coding
ZDHHC8,protein_coding
KLHL22,protein_coding
MED15,protein_coding
SERPIND1,protein_coding
SNAP29,protein_coding
CRKL,protein_coding
LZTR1,protein_coding
MMP11,protein_coding
CECR2,protein_coding
SMARCB1,protein_coding
P2RX6,protein_coding
BCL2L13,protein_coding
DDTL,protein_coding
GSTT2,polymorphic_pseudogene
OSM,protein_coding
CABIN1,protein_coding
TBC1D10A,protein_coding
SUSD2,protein_coding
SF3A1,protein_coding
GGT5,protein_coding
RNF215,protein_coding
SEC14L2,protein_coding
SPECC1L,protein_coding
PPIL2,protein_coding
YPEL1,protein_coding
SNRPD3,protein_coding
PES1,protein_coding
MAPK1,protein_coding
PRODH,protein_coding
PPM1F,protein_coding
SLC35E4,protein_coding
CYTH4,protein_coding
ESS2,protein_coding
CRYBB2P1,transcribed_unprocessed_pseudogene
MFNG,protein_coding
CARD10,protein_coding
LRP5L,protein_coding
SLC25A1,protein_coding
GRK3,protein_coding
LGALS2,protein_coding
GGA1,protein_coding
HIRA,protein_coding
SH3BP1,protein_coding
SEZ6L,protein_coding
LGALS1,protein_coding
HPS4,protein_coding
PIK3IP1,protein_coding
SRRD,protein_coding
PATZ1,protein_coding
TRIOBP,protein_coding
TFIP11,protein_coding
GCAT,protein_coding
CRYBB1,protein_coding
ANKRD54,protein_coding
EIF3L,protein_coding
SNU13,protein_coding
MICALL1,protein_coding
POLR2F,protein_coding
SOX10,protein_coding
CCDC134,protein_coding
DEPDC5,protein_coding
PICK1,protein_coding
TTC28,protein_coding
SLC16A8,protein_coding
CENPM,protein_coding
SEPTIN3,protein_coding
SLC5A4,protein_coding
KDELR3,protein_coding
CYP2D6,protein_coding
DDX17,protein_coding
TCF20,protein_coding
HSCB,protein_coding
CBY1,protein_coding
TOMM22,protein_coding
RSPH14,protein_coding
XBP1,protein_coding
RTCB,protein_coding
JOSD1,protein_coding
FBXO7,protein_coding
GTPBP1,protein_coding
POLDIP3,protein_coding
RAB36,protein_coding
TIMP3,protein_coding
PPP6R2,protein_coding
SBF1,protein_coding
SUN2,protein_coding
CYB5R3,protein_coding
DNAL4,protein_coding
C22orf31,protein_coding
LMF2,protein_coding
RHBDD3,protein_coding
PACSIN2,protein_coding
TTLL1,protein_coding
RASL10A,protein_coding
AP1B1,protein_coding
HMGXB4,protein_coding
TOM1,protein_coding
NEFH,protein_coding
BIK,protein_coding
HMOX1,protein_coding
MCAT,protein_coding
THOC5,protein_coding
MCM5,protein_coding
APOBEC3H,protein_coding
ARSA,protein_coding
TSPO,protein_coding
RASD2,protein_coding
TTLL12,protein_coding
CBX7,protein_coding
PDGFB,protein_coding
CABP7,protein_coding
RPL3,protein_coding
ZMAT5,protein_coding
RBFOX2,protein_coding
SYNGR1,protein_coding
TAB1,protein_coding
ASCC2,protein_coding
MTMR3,protein_coding
MIEF1,protein_coding
APOL4,protein_coding
APOL1,protein_coding
PNPLA3,protein_coding
MYH9,protein_coding
CACNA1I,protein_coding
SAMM50,protein_coding
TXN2,protein_coding
FOXRED2,protein_coding
EIF3D,protein_coding
TNRC6B,protein_coding
IFT27,protein_coding
PVALB,protein_coding
KIAA0930,protein_coding
NCF4,protein_coding
CSF2RB,protein_coding
SLC25A17,protein_coding
UPK3A,protein_coding
FAM118A,protein_coding
KCTD17,protein_coding
ST13,protein_coding
IL2RB,protein_coding
RBX1,protein_coding
EP300,protein_coding
L3MBTL2,protein_coding
CHADL,protein_coding
RANGAP1,protein_coding
ZC3H7B,protein_coding
PHF5A,protein_coding
ACO2,protein_coding
POLR3H,protein_coding
TRMU,protein_coding
PMM1,protein_coding
DESI1,protein_coding
CERK,protein_coding
BRD1,protein_coding
ZBED4,protein_coding
MLC1,protein_coding
HDAC10,protein_coding
KCNK10,protein_coding
ABHD4,protein_coding
KHNYN,protein_coding
FKBP3,protein_coding
SDR39U1,protein_coding
GZMH,protein_coding
GZMB,protein_coding
RBM23,protein_coding
PRMT5,protein_coding
COCH,protein_coding
AP4S1,protein_coding
POLE2,protein_coding
VCPKMT,protein_coding
SOS2,protein_coding
CDKL1,protein_coding
NIN,protein_coding
PYGL,protein_coding
TRIM9,protein_coding
PSMC6,protein_coding
GNPNAT1,protein_coding
DDHD1,protein_coding
CDKN3,protein_coding
CNIH1,protein_coding
CGRRF1,protein_coding
ATP6V1D,protein_coding
PLEK2,protein_coding
PIGH,protein_coding
LRRC74A,protein_coding
PSMA3,protein_coding
VTI1B,protein_coding
TIMM9,protein_coding
GSTZ1,protein_coding
KIAA0586,protein_coding
TMED8,protein_coding
SAMD15,protein_coding
AHSA1,protein_coding
DAAM1,protein_coding
SPTLC2,protein_coding
RIN3,protein_coding
LGMN,protein_coding
ALKBH1,protein_coding
SNW1,protein_coding
CHGA,protein_coding
ITPK1,protein_coding
DHRS7,protein_coding
PPM1A,protein_coding
